table_name,column_name,data_type,description
fagl_011qt,ODQ_ENTITYCNTR,STRING,
fagl_011qt,current_ts,STRING,
fagl_011qt,yearCurrentTs,STRING,
fagl_011qt,monthCurrentTs,STRING,
fagl_011qt,dayCurrentTs,STRING,
fagl_011qt,dataImportacao,TIMESTAMP,
fagl_011zc,DI_SEQUENCE_NUMBER,LONG,
fagl_011zc,DI_OPERATION_TYPE,STRING,
fagl_011zc,MANDT,STRING,Cliente SAP (mandante)
fagl_011zc,VERSN,STRING,
fagl_011zc,ERGSL,STRING,
fagl_011zc,KTOPL,STRING,
fagl_011zc,VONKT,STRING,
fagl_011zc,BISKT,STRING,
fagl_011zc,XSOLL,STRING,
fagl_011zc,XHABN,STRING,
fagl_011zc,XVERD,STRING,
fagl_011zc,ODQ_CHANGEMODE,STRING,
fagl_011zc,ODQ_ENTITYCNTR,STRING,
fagl_011zc,current_ts,STRING,
fagl_011zc,yearCurrentTs,STRING,
fagl_011zc,monthCurrentTs,STRING,
fagl_011zc,dayCurrentTs,STRING,
fagl_011zc,dataImportacao,TIMESTAMP,
fagl_segmt,DI_SEQUENCE_NUMBER,LONG,
fagl_segmt,DI_OPERATION_TYPE,STRING,
fagl_segmt,MANDT,STRING,Cliente SAP (mandante)
fagl_segmt,LANGU,STRING,
fagl_segmt,SEGMENT,STRING,
fagl_segmt,NAME,STRING,
fagl_segmt,ODQ_CHANGEMODE,STRING,
fagl_segmt,ODQ_ENTITYCNTR,STRING,
fagl_segmt,current_ts,STRING,
fagl_segmt,yearCurrentTs,STRING,
fagl_segmt,monthCurrentTs,STRING,
fagl_segmt,dayCurrentTs,STRING,
fagl_segmt,dataImportacao,TIMESTAMP,
glpca,DI_SEQUENCE_NUMBER,LONG,
glpca,DI_OPERATION_TYPE,STRING,
glpca,RCLNT,STRING,
glpca,GL_SIRID,STRING,
glpca,RLDNR,STRING,
glpca,RRCTY,STRING,
glpca,RVERS,STRING,
glpca,RYEAR,STRING,
glpca,RTCUR,STRING,
glpca,RUNIT,STRING,
glpca,DRCRK,STRING,
glpca,POPER,STRING,
glpca,DOCCT,STRING,
glpca,DOCNR,STRING,
glpca,DOCLN,STRING,
glpca,RBUKRS,STRING,
glpca,RPRCTR,STRING,
glpca,RHOART,STRING,
glpca,RFAREA,STRING,
glpca,KOKRS,STRING,
glpca,RACCT,STRING,
glpca,HRKFT,STRING,
glpca,RASSC,STRING,
glpca,EPRCTR,STRING,
glpca,ACTIV,STRING,
glpca,AFABE,STRING,
glpca,OCLNT,STRING,
glpca,SBUKRS,STRING,
glpca,SPRCTR,STRING,
glpca,SHOART,STRING,
glpca,SFAREA,STRING,
glpca,TSL,STRING,
glpca,HSL,STRING,
glpca,KSL,STRING,
glpca,MSL,STRING,
glpca,CPUDT,STRING,
glpca,CPUTM,STRING,
glpca,USNAM,STRING,
glpca,SGTXT,STRING,
glpca,AUTOM,STRING,
glpca,DOCTY,STRING,
glpca,BLDAT,STRING,
glpca,BUDAT,STRING,
glpca,WSDAT,STRING,
glpca,REFDOCNR,STRING,
glpca,REFRYEAR,STRING,
glpca,REFDOCLN,STRING,
glpca,REFDOCCT,STRING,
glpca,REFACTIV,STRING,
glpca,AWTYP,STRING,
glpca,AWORG,STRING,
glpca,WERKS,STRING,Centro/planta responsável
glpca,GSBER,STRING,
glpca,KOSTL,STRING,Centro de custo
glpca,LSTAR,STRING,
glpca,AUFNR,STRING,
glpca,AUFPL,STRING,
glpca,ANLN1,STRING,
glpca,ANLN2,STRING,
glpca,MATNR,STRING,
glpca,BWKEY,STRING,
glpca,BWTAR,STRING,
glpca,ANBWA,STRING,
glpca,KUNNR,STRING,
glpca,LIFNR,STRING,
glpca,RMVCT,STRING,
glpca,EBELN,STRING,
glpca,EBELP,STRING,
glpca,KSTRG,STRING,
glpca,ERKRS,STRING,
glpca,PAOBJNR,STRING,
glpca,PASUBNR,STRING,
glpca,PS_PSP_PNR,STRING,
glpca,KDAUF,STRING,
glpca,KDPOS,STRING,
glpca,FKART,STRING,
glpca,VKORG,STRING,
glpca,VTWEG,STRING,
glpca,AUBEL,STRING,
glpca,AUPOS,STRING,
glpca,SPART,STRING,
glpca,VBELN,STRING,
glpca,POSNR,STRING,
glpca,VKGRP,STRING,
glpca,VKBUR,STRING,
glpca,VBUND,STRING,
glpca,LOGSYS,STRING,
glpca,ALEBN,STRING,
glpca,AWSYS,STRING,
glpca,VERSA,STRING,
glpca,STFLG,STRING,
glpca,STOKZ,STRING,
glpca,STAGR,STRING,
glpca,GRTYP,STRING,
glpca,REP_MATNR,STRING,
glpca,CO_PRZNR,STRING,
glpca,IMKEY,STRING,
glpca,DABRZ,STRING,
glpca,VALUT,STRING,
glpca,RSCOPE,STRING,
glpca,AWREF_REV,STRING,
glpca,AWORG_REV,STRING,
glpca,BWART,STRING,
glpca,BLART,STRING,
glpca,ODQ_CHANGEMODE,STRING,
glpca,ODQ_ENTITYCNTR,STRING,
glpca,current_ts,STRING,
glpca,yearCurrentTs,STRING,
glpca,monthCurrentTs,STRING,
glpca,dayCurrentTs,STRING,
glpca,dataImportacao,TIMESTAMP,
glt0,DI_SEQUENCE_NUMBER,LONG,
glt0,DI_OPERATION_TYPE,STRING,
glt0,RCLNT,STRING,
glt0,RLDNR,STRING,
glt0,RRCTY,STRING,
glt0,RVERS,STRING,
glt0,BUKRS,STRING,Código da empresa
glt0,RYEAR,STRING,
glt0,RACCT,STRING,
glt0,RBUSA,STRING,
glt0,RTCUR,STRING,
glt0,DRCRK,STRING,
glt0,RPMAX,STRING,
glt0,TSLVT,STRING,
glt0,TSL01,STRING,
glt0,TSL02,STRING,
glt0,TSL03,STRING,
glt0,TSL04,STRING,
glt0,TSL05,STRING,
glt0,TSL06,STRING,
glt0,TSL07,STRING,
glt0,TSL08,STRING,
glt0,TSL09,STRING,
glt0,TSL10,STRING,
glt0,TSL11,STRING,
glt0,TSL12,STRING,
glt0,TSL13,STRING,
glt0,TSL14,STRING,
glt0,TSL15,STRING,
glt0,TSL16,STRING,
glt0,HSLVT,STRING,
glt0,HSL01,STRING,
glt0,HSL02,STRING,
glt0,HSL03,STRING,
glt0,HSL04,STRING,
glt0,HSL05,STRING,
glt0,HSL06,STRING,
glt0,HSL07,STRING,
glt0,HSL08,STRING,
glt0,HSL09,STRING,
glt0,HSL10,STRING,
glt0,HSL11,STRING,
glt0,HSL12,STRING,
glt0,HSL13,STRING,
glt0,HSL14,STRING,
glt0,HSL15,STRING,
glt0,HSL16,STRING,
glt0,CSPRED,STRING,
glt0,KSLVT,STRING,
glt0,KSL01,STRING,
glt0,KSL02,STRING,
glt0,KSL03,STRING,
glt0,KSL04,STRING,
glt0,KSL05,STRING,
glt0,KSL06,STRING,
glt0,KSL07,STRING,
glt0,KSL08,STRING,
glt0,KSL09,STRING,
glt0,KSL10,STRING,
glt0,KSL11,STRING,
glt0,KSL12,STRING,
glt0,KSL13,STRING,
glt0,KSL14,STRING,
glt0,KSL15,STRING,
glt0,KSL16,STRING,
glt0,ODQ_CHANGEMODE,STRING,
glt0,ODQ_ENTITYCNTR,STRING,
glt0,current_ts,STRING,
glt0,yearCurrentTs,STRING,
glt0,monthCurrentTs,STRING,
glt0,dayCurrentTs,STRING,
glt0,dataImportacao,TIMESTAMP,
hrp1000,DI_SEQUENCE_NUMBER,LONG,
hrp1000,DI_OPERATION_TYPE,STRING,
hrp1000,MANDT,STRING,Cliente SAP (mandante)
hrp1000,PLVAR,STRING,
hrp1000,OTYPE,STRING,
hrp1000,OBJID,STRING,
hrp1000,ISTAT,STRING,
hrp1000,BEGDA,STRING,
hrp1000,ENDDA,STRING,
hrp1000,LANGU,STRING,
hrp1000,SEQNR,STRING,
hrp1000,OTJID,STRING,
hrp1000,INFTY,STRING,
hrp1000,AEDTM,STRING,
hrp1000,UNAME,STRING,
hrp1000,REASN,STRING,
hrp1000,HISTO,STRING,
hrp1000,ITXNR,STRING,
hrp1000,SHORT,STRING,
hrp1000,STEXT,STRING,
hrp1000,GDATE,STRING,
hrp1000,MC_SHORT,STRING,
hrp1000,MC_STEXT,STRING,
hrp1000,MC_SEARK,STRING,
hrp1000,ODQ_CHANGEMODE,STRING,
hrp1000,ODQ_ENTITYCNTR,STRING,
hrp1000,current_ts,STRING,
hrp1000,yearCurrentTs,STRING,
hrp1000,monthCurrentTs,STRING,
hrp1000,dayCurrentTs,STRING,
hrp1000,dataImportacao,TIMESTAMP,
hrp1001,DI_SEQUENCE_NUMBER,LONG,
hrp1001,DI_OPERATION_TYPE,STRING,
hrp1001,MANDT,STRING,Cliente SAP (mandante)
hrp1001,OTYPE,STRING,
hrp1001,OBJID,STRING,
hrp1001,PLVAR,STRING,
hrp1001,RSIGN,STRING,
hrp1001,RELAT,STRING,
hrp1001,ISTAT,STRING,
hrp1001,PRIOX,STRING,
hrp1001,BEGDA,STRING,
hrp1001,ENDDA,STRING,
hrp1001,VARYF,STRING,
hrp1001,SEQNR,STRING,
hrp1001,INFTY,STRING,
hrp1001,OTJID,STRING,
hrp1001,SUBTY,STRING,
hrp1001,AEDTM,STRING,
hrp1001,UNAME,STRING,
hrp1001,REASN,STRING,
hrp1001,HISTO,STRING,
hrp1001,ITXNR,STRING,
hrp1001,SCLAS,STRING,
hrp1001,SOBID,STRING,
hrp1001,PROZT,STRING,
hrp1001,ADATANR,STRING,
hrp1001,ODQ_CHANGEMODE,STRING,
hrp1001,ODQ_ENTITYCNTR,STRING,
hrp1001,current_ts,STRING,
hrp1001,yearCurrentTs,STRING,
hrp1001,monthCurrentTs,STRING,
hrp1001,dayCurrentTs,STRING,
hrp1001,dataImportacao,TIMESTAMP,
hrp1028,DI_SEQUENCE_NUMBER,LONG,
hrp1028,DI_OPERATION_TYPE,STRING,
hrp1028,MANDT,STRING,Cliente SAP (mandante)
hrp1028,PLVAR,STRING,
hrp1028,OTYPE,STRING,
hrp1028,OBJID,STRING,
hrp1028,SUBTY,STRING,
hrp1028,ISTAT,STRING,
hrp1028,BEGDA,STRING,
hrp1028,ENDDA,STRING,
hrp1028,VARYF,STRING,
hrp1028,SEQNR,STRING,
hrp1028,INFTY,STRING,
hrp1028,OTJID,STRING,
hrp1028,AEDTM,STRING,
hrp1028,UNAME,STRING,
hrp1028,REASN,STRING,
hrp1028,HISTO,STRING,
hrp1028,ITXNR,STRING,
hrp1028,CNAME,STRING,
hrp1028,STRAS,STRING,
hrp1028,ORT01,STRING,
hrp1028,PSTLZ,STRING,
hrp1028,LAND1,STRING,
hrp1028,TELNR,STRING,
hrp1028,FAXNR,STRING,
hrp1028,ENTKM,STRING,
hrp1028,BUILD,STRING,
hrp1028,ROOM1,STRING,
hrp1028,ADRNR,STRING,
hrp1028,REGIO,STRING,
hrp1028,STRS2,STRING,
hrp1028,HAUSN,STRING,
hrp1028,ODQ_CHANGEMODE,STRING,
hrp1028,ODQ_ENTITYCNTR,STRING,
hrp1028,current_ts,STRING,
hrp1028,yearCurrentTs,STRING,
hrp1028,monthCurrentTs,STRING,
hrp1028,dayCurrentTs,STRING,
hrp1028,dataImportacao,TIMESTAMP,
iloa,DI_SEQUENCE_NUMBER,LONG,
iloa,DI_OPERATION_TYPE,STRING,
iloa,MANDT,STRING,Cliente SAP (mandante)
iloa,ILOAN,STRING,Chave do local de instalação
iloa,TPLNR,STRING,Código do local de instalação funcional
iloa,ABCKZ,STRING,
iloa,ABCKZI,STRING,
iloa,EQFNR,STRING,
iloa,EQFNRI,STRING,
iloa,SWERK,STRING,
iloa,SWERKI,STRING,
iloa,STORT,STRING,Descrição do local de instalação
iloa,STORTI,STRING,
iloa,MSGRP,STRING,
iloa,MSGRPI,STRING,
iloa,BEBER,STRING,
iloa,BEBERI,STRING,
iloa,CR_OBJTY,STRING,
iloa,PPSID,STRING,
iloa,PPSIDI,STRING,
iloa,GSBER,STRING,
iloa,GSBERI,STRING,
iloa,KOKRS,STRING,
iloa,KOKRSI,STRING,
iloa,KOSTL,STRING,Centro de custo
iloa,KOSTLI,STRING,
iloa,PROID,STRING,
iloa,PROIDI,STRING,
iloa,BUKRS,STRING,Código da empresa
iloa,BUKRSI,STRING,
iloa,ANLNR,STRING,
iloa,ANLNRI,STRING,
iloa,ANLUN,STRING,
iloa,ANLUNI,STRING,
iloa,DAUFN,STRING,
iloa,DAUFNI,STRING,
iloa,AUFNR,STRING,
iloa,AUFNRI,STRING,
iloa,TPLNRI,STRING,
iloa,VKORG,STRING,
iloa,VKORGI,STRING,
iloa,VTWEG,STRING,
iloa,VTWEGI,STRING,
iloa,SPART,STRING,
iloa,SPARTI,STRING,
iloa,ADRNR,STRING,
iloa,ADRNRI,STRING,
iloa,OWNER,STRING,
iloa,VKBUR,STRING,
iloa,VKGRP,STRING,
iloa,ODQ_CHANGEMODE,STRING,
iloa,ODQ_ENTITYCNTR,STRING,
iloa,current_ts,STRING,
iloa,yearCurrentTs,STRING,
iloa,monthCurrentTs,STRING,
iloa,dayCurrentTs,STRING,
iloa,dataImportacao,TIMESTAMP,
impr,DI_SEQUENCE_NUMBER,LONG,
impr,DI_OPERATION_TYPE,STRING,
impr,MANDT,STRING,Cliente SAP (mandante)
impr,POSNR,STRING,
impr,GJAHR,STRING,
impr,POSID,STRING,
impr,ABJHR,STRING,
impr,BIJHR,STRING,
impr,PRNAM,STRING,
impr,PPRIO,STRING,
impr,IZWEK,STRING,
impr,OBJNR,STRING,
impr,VERNR,STRING,
impr,VERNA,STRING,
impr,ERNAM,STRING,Usuário que criou o registro
impr,ERDAT,STRING,Data de criação do registro
impr,AENAM,STRING,Usuário que alterou o registro
impr,AEDAT,STRING,Data da última alteração
impr,ERGSO,STRING,
impr,BUKRS,STRING,Código da empresa
impr,GSBER,STRING,
impr,KOKRS,STRING,
impr,KOSTL,STRING,Centro de custo
impr,WERKS,STRING,Centro/planta responsável
impr,PRCTR,STRING,
impr,BEBER,STRING,
impr,TPLNR,STRING,Local de instalação funcional
impr,XPLAN,STRING,
impr,XBUDG,STRING,
impr,PARNR,STRING,
impr,LEFNR,STRING,
impr,XAKTB,STRING,
impr,LOGSYV,STRING,
impr,RCOMP,STRING,
impr,SIZECL,STRING,
impr,LAND1,STRING,
impr,OWAERS,STRING,
impr,USR00,STRING,
impr,USR01,STRING,
impr,USR02,STRING,
impr,USR03,STRING,
impr,USR04,STRING,
impr,USE04,STRING,
impr,USR05,STRING,
impr,USE05,STRING,
impr,USR06,STRING,
impr,USE06,STRING,
impr,USR07,STRING,
impr,USE07,STRING,
impr,USR08,STRING,
impr,USR09,STRING,
impr,USR10,STRING,
impr,USR11,STRING,
impr,USR12,STRING,
impr,USR13,STRING,
impr,RHIER,STRING,
impr,FERC_IND,STRING,
impr,ODQ_CHANGEMODE,STRING,
impr,ODQ_ENTITYCNTR,STRING,
impr,current_ts,STRING,
impr,yearCurrentTs,STRING,
impr,monthCurrentTs,STRING,
impr,dayCurrentTs,STRING,
impr,dataImportacao,TIMESTAMP,
imzo,DI_SEQUENCE_NUMBER,LONG,
imzo,DI_OPERATION_TYPE,STRING,
imzo,MANDT,STRING,Cliente SAP (mandante)
imzo,POSNR,STRING,
imzo,OBJNR,STRING,
imzo,IPPOS,STRING,
imzo,GJAHR,STRING,
imzo,BAPRZ,STRING,
imzo,PROZU,STRING,
imzo,XGENJ,STRING,
imzo,LOGDL,STRING,
imzo,ODQ_CHANGEMODE,STRING,
imzo,ODQ_ENTITYCNTR,STRING,
imzo,current_ts,STRING,
imzo,yearCurrentTs,STRING,
imzo,monthCurrentTs,STRING,
imzo,dayCurrentTs,STRING,
imzo,dataImportacao,TIMESTAMP,
inob,DI_SEQUENCE_NUMBER,LONG,
inob,DI_OPERATION_TYPE,STRING,
inob,MANDT,STRING,Cliente SAP (mandante)
inob,CUOBJ,STRING,
inob,KLART,STRING,
inob,OBTAB,STRING,
inob,OBJEK,STRING,
inob,ROBTAB,STRING,
inob,ROBJEK,STRING,
inob,CLINT,STRING,
inob,STATU,STRING,
inob,CUCOZHL,STRING,
inob,PARENT,STRING,
inob,ROOT,STRING,
inob,EXPERTE,STRING,
inob,MATNR,STRING,
inob,DATUV,STRING,
inob,TECHS,STRING,
inob,ODQ_CHANGEMODE,STRING,
inob,ODQ_ENTITYCNTR,STRING,
inob,current_ts,STRING,
inob,yearCurrentTs,STRING,
inob,monthCurrentTs,STRING,
inob,dayCurrentTs,STRING,
inob,dataImportacao,TIMESTAMP,
j_1bbranch,DI_SEQUENCE_NUMBER,LONG,
j_1bbranch,DI_OPERATION_TYPE,STRING,
j_1bbranch,MANDT,STRING,Cliente SAP (mandante)
j_1bbranch,BUKRS,STRING,Código da empresa
j_1bbranch,BRANCH,STRING,
j_1bbranch,BUPLA_TYPE,STRING,
j_1bbranch,NAME,STRING,
j_1bbranch,CGC_BRANCH,STRING,
j_1bbranch,STATE_INSC,STRING,
j_1bbranch,MUNIC_INSC,STRING,
j_1bbranch,INDUSTRY,STRING,
j_1bbranch,SINGLE,STRING,
j_1bbranch,ADRNR,STRING,
j_1bbranch,NFDEC,STRING,
j_1bbranch,KR_REPRES,STRING,
j_1bbranch,KR_BUSTYPE,STRING,
j_1bbranch,KR_INDTYPE,STRING,
j_1bbranch,STCD1,STRING,
j_1bbranch,STCD2,STRING,
j_1bbranch,KR_TAXOFF,STRING,
j_1bbranch,PAC01,STRING,
j_1bbranch,VDP01,STRING,
j_1bbranch,PAC02,STRING,
j_1bbranch,VDP02,STRING,
j_1bbranch,IPICONTRIBUTOR,STRING,
j_1bbranch,IDSIGN,STRING,
j_1bbranch,SOURE_DANGERGOOD,STRING,
j_1bbranch,SUFRAMA,STRING,
j_1bbranch,NIRE,STRING,
j_1bbranch,NIREDT,STRING,
j_1bbranch,SPEDACTIND,STRING,
j_1bbranch,CNAE,STRING,
j_1bbranch,LEGALNAT,STRING,
j_1bbranch,CRTN,STRING,
j_1bbranch,ICMSTAXPAY,STRING,
j_1bbranch,INDTYP,STRING,
j_1bbranch,TDT,STRING,
j_1bbranch,COMSIZE,STRING,
j_1bbranch,DECREGPC,STRING,
j_1bbranch,AUT_ADD_DATA_IMP,STRING,
j_1bbranch,PISCONTRIBUTOR,STRING,
j_1bbranch,COFINSCONTRIBUTOR,STRING,
j_1bbranch,ICMSCONTRIBUTOR,STRING,
j_1bbranch,ICMSSTCONTRIBUTOR,STRING,
j_1bbranch,ISSCONTRIBUTOR,STRING,
j_1bbranch,PREFIX,STRING,
j_1bbranch,BRANCH_LONG,STRING,
j_1bbranch,GSTIN,STRING,
j_1bbranch,GSTTDSN,STRING,
j_1bbranch,GSTSEZ,STRING,
j_1bbranch,BUPLA_CLASS,STRING,
j_1bbranch,DEPARTMENT_NAME,STRING,
j_1bbranch,PERSON_NAME,STRING,
j_1bbranch,PERSON_EMAIL1,STRING,
j_1bbranch,REPRESN,STRING,
j_1bbranch,INDTYPN,STRING,
j_1bbranch,GESTYP,STRING,
j_1bbranch,NTSNUMBER,STRING,
j_1bbranch,VALID_FROM,STRING,
j_1bbranch,VALID_TO,STRING,
j_1bbranch,DECLN_PERD_VAR,STRING,
j_1bbranch,CNBP_ENABLED,STRING,
j_1bbranch,TAX_REG_NMBR,STRING,
j_1bbranch,BUPLA_H_DUMMY_PS,STRING,
j_1bbranch,ODQ_CHANGEMODE,STRING,
j_1bbranch,ODQ_ENTITYCNTR,STRING,
j_1bbranch,current_ts,STRING,
j_1bbranch,yearCurrentTs,STRING,
j_1bbranch,monthCurrentTs,STRING,
j_1bbranch,dayCurrentTs,STRING,
j_1bbranch,dataImportacao,TIMESTAMP,
jcds,DI_SEQUENCE_NUMBER,LONG,
jcds,DI_OPERATION_TYPE,STRING,
jcds,MANDT,STRING,Cliente SAP (mandante)
jcds,OBJNR,STRING,
jcds,STAT,STRING,
jcds,CHGNR,STRING,
jcds,USNAM,STRING,
jcds,UDATE,STRING,
jcds,UTIME,STRING,
jcds,TCODE,STRING,
jcds,CDTCODE,STRING,
jcds,INACT,STRING,
jcds,CHIND,STRING,
jcds,_DATAAGING,STRING,
jcds,ODQ_CHANGEMODE,STRING,
jcds,ODQ_ENTITYCNTR,STRING,
jcds,current_ts,STRING,
jcds,yearCurrentTs,STRING,
jcds,monthCurrentTs,STRING,
jcds,dayCurrentTs,STRING,
jcds,dataImportacao,TIMESTAMP,
jest,DI_SEQUENCE_NUMBER,LONG,
jest,DI_OPERATION_TYPE,STRING,
jest,MANDT,STRING,Cliente SAP (mandante)
jest,OBJNR,STRING,Objeto que recebe o status
jest,STAT,STRING,Código do status
jest,INACT,STRING,Indicador de status inativo
jest,CHGNR,STRING,
jest,_DATAAGING,STRING,
jest,ODQ_CHANGEMODE,STRING,
jest,ODQ_ENTITYCNTR,STRING,
jest,current_ts,STRING,
jest,yearCurrentTs,STRING,
jest,monthCurrentTs,STRING,
jest,dayCurrentTs,STRING,
jest,dataImportacao,TIMESTAMP,
jsto,DI_SEQUENCE_NUMBER,LONG,
jsto,DI_OPERATION_TYPE,STRING,
jsto,MANDT,STRING,Cliente SAP (mandante)
jsto,OBJNR,STRING,
jsto,OBTYP,STRING,
jsto,STSMA,STRING,Perfil de status atribuído
jsto,CHGKZ,STRING,
jsto,CHGNR,STRING,
jsto,_DATAAGING,STRING,
jsto,ODQ_CHANGEMODE,STRING,
jsto,ODQ_ENTITYCNTR,STRING,
jsto,current_ts,STRING,
jsto,yearCurrentTs,STRING,
jsto,monthCurrentTs,STRING,
jsto,dayCurrentTs,STRING,
jsto,dataImportacao,TIMESTAMP,
kako,DI_SEQUENCE_NUMBER,LONG,
kako,DI_OPERATION_TYPE,STRING,
kako,MANDT,STRING,Cliente SAP (mandante)
kako,KAPID,STRING,
kako,AZMAX,STRING,
kako,AZNOR,STRING,
kako,BASNE,STRING,
kako,BASZL,STRING,
kako,BEGZT,STRING,
kako,BRGRU,STRING,
kako,ENDZT,STRING,
kako,KALID,STRING,
kako,KAPAR,STRING,
kako,MEINS,STRING,
kako,MOSID,STRING,
kako,NAME,STRING,
kako,NGRAD,STRING,
kako,PAUSE,STRING,
kako,PLANR,STRING,
kako,POOLK,STRING,
kako,REFAN,STRING,
kako,REFAZ,STRING,
kako,REFID,STRING,
kako,SUPPK,STRING,
kako,VERSA,STRING,
kako,WERKS,STRING,Centro/planta responsável
kako,KAPIE,STRING,
kako,KAPTER,STRING,
kako,KAPAVO,STRING,
kako,UEBERLAST,STRING,
kako,KAPLPL,STRING,
kako,KAPEH,STRING,
kako,MEHR,STRING,
kako,ANG_UNIT,STRING,
kako,ANG_MIN,STRING,
kako,ANG_MAX,STRING,
kako,LASTCHANGE_DATETIME,STRING,
kako,TYPE,STRING,
kako,RESTYPE,STRING,
kako,CAPACITY_A,STRING,
kako,CAPACITY_A_UNIT,STRING,
kako,NUM_OF_PERIODS,STRING,
kako,PERIOD,STRING,
kako,BUFFERTIME,STRING,
kako,BUFFERTIME_UNIT,STRING,
kako,IS_BOTTLENECK,STRING,
kako,UNDERLOAD,STRING,
kako,OVERLAP_BUCKETS,STRING,
kako,START_ON_GRID,STRING,
kako,MIN_OVERLAP,STRING,
kako,MIN_OVERLAP_UNIT,STRING,
kako,LOSS_FACTOR,STRING,
kako,SORT,STRING,
kako,SYNC_START,STRING,
kako,DEFINE_BUCKETS,STRING,
kako,LC_DAYS_MINUS,STRING,
kako,LC_DAYS_PLUS,STRING,
kako,STORAGE_CAPABLE,STRING,
kako,MIN_STORAGE,STRING,
kako,MAX_STORAGE,STRING,
kako,STORAGE_UNIT,STRING,
kako,DIM_STORAGE,STRING,
kako,STORAGE_TO_ZERO,STRING,
kako,SNPLC,STRING,
kako,UTIL_BUCKET,STRING,
kako,CAMPAIGN_PPDS,STRING,
kako,CAMPAIGN_SNP,STRING,
kako,TSTREAM_EXTERNAL,STRING,
kako,FINITY_LEVEL,STRING,
kako,BR_QUANT,STRING,
kako,BR_QUNIT,STRING,
kako,BR_TIME,STRING,
kako,BR_TUNIT,STRING,
kako,RITT_FLG,STRING,
kako,MDRMODEL,STRING,
kako,PP_DEF_BUCKETS,STRING,
kako,PP_BUCKET_SCHEMA,STRING,
kako,PP_BUCKET_FACT,STRING,
kako,MIX_PLAN_TYPE,STRING,
kako,ODQ_CHANGEMODE,STRING,
kako,ODQ_ENTITYCNTR,STRING,
kako,current_ts,STRING,
kako,yearCurrentTs,STRING,
kako,monthCurrentTs,STRING,
kako,dayCurrentTs,STRING,
kako,dataImportacao,TIMESTAMP,
klah,DI_SEQUENCE_NUMBER,LONG,
klah,DI_OPERATION_TYPE,STRING,
klah,MANDT,STRING,Cliente SAP (mandante)
klah,CLINT,STRING,
klah,KLART,STRING,
klah,CLASS,STRING,
klah,STATU,STRING,
klah,KLAGR,STRING,
klah,BGRSE,STRING,
klah,BGRKL,STRING,
klah,BGRKP,STRING,
klah,ANAME,STRING,
klah,ADATU,STRING,
klah,VNAME,STRING,
klah,VDATU,STRING,
klah,VONDT,STRING,
klah,BISDT,STRING,
klah,ANZUO,STRING,
klah,PRAUS,STRING,
klah,SICHT,STRING,
klah,DOKNR,STRING,
klah,DOKAR,STRING,
klah,DOKTL,STRING,
klah,DOKVR,STRING,
klah,DINKZ,STRING,
klah,NNORM,STRING,
klah,NORMN,STRING,
klah,NORMB,STRING,
klah,NRMT1,STRING,
klah,NRMT2,STRING,
klah,AUSGD,STRING,
klah,VERSD,STRING,
klah,VERSI,STRING,
klah,LEIST,STRING,
klah,VERWE,STRING,
klah,SPART,STRING,
klah,LREF3,STRING,
klah,WWSKZ,STRING,
klah,WWSSI,STRING,
klah,POTPR,STRING,
klah,CLOBK,STRING,
klah,CLMUL,STRING,
klah,CVIEW,STRING,
klah,DISST,STRING,
klah,MEINS,STRING,
klah,CLMOD,STRING,
klah,VWSTL,STRING,
klah,VWPLA,STRING,
klah,CLALT,STRING,
klah,LBREI,STRING,
klah,BNAME,STRING,
klah,MAXBL,STRING,
klah,KNOBJ,STRING,
klah,LOCLA,STRING,
klah,KATALOG,STRING,
klah,KDOKAZ,STRING,
klah,GENRKZ,STRING,
klah,LASTCHANGEDDATETIME,STRING,
klah,ODQ_CHANGEMODE,STRING,
klah,ODQ_ENTITYCNTR,STRING,
klah,current_ts,STRING,
klah,yearCurrentTs,STRING,
klah,monthCurrentTs,STRING,
klah,dayCurrentTs,STRING,
klah,dataImportacao,TIMESTAMP,
kna1,DI_SEQUENCE_NUMBER,LONG,
kna1,DI_OPERATION_TYPE,STRING,
kna1,MANDT,STRING,Cliente SAP (mandante)
kna1,KUNNR,STRING,
kna1,LAND1,STRING,
kna1,NAME1,STRING,
kna1,NAME2,STRING,
kna1,ORT01,STRING,
kna1,PSTLZ,STRING,
kna1,REGIO,STRING,
kna1,SORTL,STRING,
kna1,STRAS,STRING,
kna1,TELF1,STRING,
kna1,TELFX,STRING,
kna1,XCPDK,STRING,
kna1,ADRNR,STRING,
kna1,MCOD1,STRING,
kna1,MCOD2,STRING,
kna1,MCOD3,STRING,
kna1,ANRED,STRING,
kna1,AUFSD,STRING,
kna1,BAHNE,STRING,
kna1,BAHNS,STRING,
kna1,BBBNR,STRING,
kna1,BBSNR,STRING,
kna1,BEGRU,STRING,
kna1,BRSCH,STRING,
kna1,BUBKZ,STRING,
kna1,DATLT,STRING,
kna1,ERDAT,STRING,Data de criação do registro
kna1,ERNAM,STRING,Usuário que criou o registro
kna1,EXABL,STRING,
kna1,FAKSD,STRING,
kna1,FISKN,STRING,
kna1,KNAZK,STRING,
kna1,KNRZA,STRING,
kna1,KONZS,STRING,
kna1,KTOKD,STRING,
kna1,KUKLA,STRING,
kna1,LIFNR,STRING,
kna1,LIFSD,STRING,
kna1,LOCCO,STRING,
kna1,LOEVM,STRING,
kna1,NAME3,STRING,
kna1,NAME4,STRING,
kna1,NIELS,STRING,
kna1,ORT02,STRING,
