table_name,column_name,data_type,description
adcp,DI_SEQUENCE_NUMBER,LONG,
adcp,DI_OPERATION_TYPE,STRING,
adcp,CLIENT,STRING,
adcp,ADDRNUMBER,STRING,
adcp,PERSNUMBER,STRING,
adcp,DATE_FROM,STRING,
adcp,NATION,STRING,
adcp,DATE_TO,STRING,
adcp,COMP_PERS,STRING,
adcp,SO_KEY,STRING,
adcp,DEPARTMENT,STRING,
adcp,FUNCTION,STRING,
adcp,BUILDING,STRING,
adcp,FLOOR,STRING,
adcp,ROOMNUMBER,STRING,
adcp,ID_CODE,STRING,
adcp,IH_MAIL,STRING,
adcp,SORT1,STRING,
adcp,SORT2,STRING,
adcp,SORT_PHN,STRING,
adcp,ALT_COMPNY,STRING,
adcp,DEFLT_COMM,STRING,
adcp,TEL_NUMBER,STRING,
adcp,TEL_EXTENS,STRING,
adcp,FAX_NUMBER,STRING,
adcp,FAX_EXTENS,STRING,
adcp,FLAGCOMM2,STRING,
adcp,FLAGCOMM3,STRING,
adcp,FLAGCOMM4,STRING,
adcp,FLAGCOMM5,STRING,
adcp,FLAGCOMM6,STRING,
adcp,FLAGCOMM7,STRING,
adcp,FLAGCOMM8,STRING,
adcp,FLAGCOMM9,STRING,
adcp,FLAGCOMM10,STRING,
adcp,FLAGCOMM11,STRING,
adcp,FLAGCOMM12,STRING,
adcp,FLAGCOMM13,STRING,
adcp,ADCP_UUID,STRING,
adcp,UUID_BELATED,STRING,
adcp,ID_CATEGORY,STRING,
adcp,ADCP_ERR_STATUS,STRING,
adcp,XPCPT,STRING,
adcp,_DATAAGING,STRING,
adcp,ODQ_CHANGEMODE,STRING,
adcp,ODQ_ENTITYCNTR,STRING,
adcp,current_ts,STRING,
adcp,yearCurrentTs,STRING,
adcp,monthCurrentTs,STRING,
adcp,dayCurrentTs,STRING,
adcp,dataImportacao,TIMESTAMP,
adr2,DI_SEQUENCE_NUMBER,LONG,
adr2,DI_OPERATION_TYPE,STRING,
adr2,CLIENT,STRING,
adr2,ADDRNUMBER,STRING,
adr2,PERSNUMBER,STRING,
adr2,DATE_FROM,STRING,
adr2,CONSNUMBER,STRING,
adr2,COUNTRY,STRING,
adr2,FLGDEFAULT,STRING,
adr2,FLG_NOUSE,STRING,
adr2,HOME_FLAG,STRING,
adr2,TEL_NUMBER,STRING,
adr2,TEL_EXTENS,STRING,
adr2,TELNR_LONG,STRING,
adr2,TELNR_CALL,STRING,
adr2,DFT_RECEIV,STRING,
adr2,R3_USER,STRING,
adr2,VALID_FROM,STRING,
adr2,VALID_TO,STRING,
adr2,_DATAAGING,STRING,
adr2,ODQ_CHANGEMODE,STRING,
adr2,ODQ_ENTITYCNTR,STRING,
adr2,current_ts,STRING,
adr2,yearCurrentTs,STRING,
adr2,monthCurrentTs,STRING,
adr2,dayCurrentTs,STRING,
adr2,dataImportacao,TIMESTAMP,
adr3,DI_SEQUENCE_NUMBER,LONG,
adr3,DI_OPERATION_TYPE,STRING,
adr3,CLIENT,STRING,
adr3,ADDRNUMBER,STRING,
adr3,PERSNUMBER,STRING,
adr3,DATE_FROM,STRING,
adr3,CONSNUMBER,STRING,
adr3,COUNTRY,STRING,
adr3,FLGDEFAULT,STRING,
adr3,FLG_NOUSE,STRING,
adr3,HOME_FLAG,STRING,
adr3,FAX_NUMBER,STRING,
adr3,FAX_EXTENS,STRING,
adr3,FAXNR_LONG,STRING,
adr3,FAXNR_CALL,STRING,
adr3,FAX_GROUP,STRING,
adr3,DFT_RECEIV,STRING,
adr3,R3_USER,STRING,
adr3,VALID_FROM,STRING,
adr3,VALID_TO,STRING,
adr3,_DATAAGING,STRING,
adr3,ODQ_CHANGEMODE,STRING,
adr3,ODQ_ENTITYCNTR,STRING,
adr3,current_ts,STRING,
adr3,yearCurrentTs,STRING,
adr3,monthCurrentTs,STRING,
adr3,dayCurrentTs,STRING,
adr3,dataImportacao,TIMESTAMP,
adr6,DI_SEQUENCE_NUMBER,LONG,
adr6,DI_OPERATION_TYPE,STRING,
adr6,CLIENT,STRING,
adr6,ADDRNUMBER,STRING,
adr6,PERSNUMBER,STRING,
adr6,DATE_FROM,STRING,
adr6,CONSNUMBER,STRING,
adr6,FLGDEFAULT,STRING,
adr6,FLG_NOUSE,STRING,
adr6,HOME_FLAG,STRING,
adr6,SMTP_ADDR,STRING,
adr6,SMTP_SRCH,STRING,
adr6,DFT_RECEIV,STRING,
adr6,R3_USER,STRING,
adr6,ENCODE,STRING,
adr6,TNEF,STRING,
adr6,VALID_FROM,STRING,
adr6,VALID_TO,STRING,
adr6,_DATAAGING,STRING,
adr6,ODQ_CHANGEMODE,STRING,
adr6,ODQ_ENTITYCNTR,STRING,
adr6,current_ts,STRING,
adr6,yearCurrentTs,STRING,
adr6,monthCurrentTs,STRING,
adr6,dayCurrentTs,STRING,
adr6,dataImportacao,TIMESTAMP,
adrc,DI_SEQUENCE_NUMBER,LONG,
adrc,DI_OPERATION_TYPE,STRING,
adrc,CLIENT,STRING,
adrc,ADDRNUMBER,STRING,
adrc,DATE_FROM,STRING,
adrc,NATION,STRING,
adrc,DATE_TO,STRING,
adrc,TITLE,STRING,
adrc,NAME1,STRING,
adrc,NAME2,STRING,
adrc,NAME3,STRING,
adrc,NAME4,STRING,
adrc,NAME_TEXT,STRING,
adrc,NAME_CO,STRING,
adrc,CITY1,STRING,
adrc,CITY2,STRING,
adrc,CITY_CODE,STRING,
adrc,CITYP_CODE,STRING,
adrc,HOME_CITY,STRING,
adrc,CITYH_CODE,STRING,
adrc,CHCKSTATUS,STRING,
adrc,REGIOGROUP,STRING,
adrc,POST_CODE1,STRING,
adrc,POST_CODE2,STRING,
adrc,POST_CODE3,STRING,
adrc,PCODE1_EXT,STRING,
adrc,PCODE2_EXT,STRING,
adrc,PCODE3_EXT,STRING,
adrc,PO_BOX,STRING,
adrc,DONT_USE_P,STRING,
adrc,PO_BOX_NUM,STRING,
adrc,PO_BOX_LOC,STRING,
adrc,CITY_CODE2,STRING,
adrc,PO_BOX_REG,STRING,
adrc,PO_BOX_CTY,STRING,
adrc,POSTALAREA,STRING,
adrc,TRANSPZONE,STRING,
adrc,STREET,STRING,
adrc,DONT_USE_S,STRING,
adrc,STREETCODE,STRING,
adrc,STREETABBR,STRING,
adrc,HOUSE_NUM1,STRING,
adrc,HOUSE_NUM2,STRING,
adrc,HOUSE_NUM3,STRING,
adrc,STR_SUPPL1,STRING,
adrc,STR_SUPPL2,STRING,
adrc,STR_SUPPL3,STRING,
adrc,LOCATION,STRING,
adrc,BUILDING,STRING,
adrc,FLOOR,STRING,
adrc,ROOMNUMBER,STRING,
adrc,COUNTRY,STRING,
adrc,LANGU,STRING,
adrc,REGION,STRING,
adrc,ADDR_GROUP,STRING,
adrc,FLAGGROUPS,STRING,
adrc,PERS_ADDR,STRING,
adrc,SORT1,STRING,
adrc,SORT2,STRING,
adrc,SORT_PHN,STRING,
adrc,DEFLT_COMM,STRING,
adrc,TEL_NUMBER,STRING,
adrc,TEL_EXTENS,STRING,
adrc,FAX_NUMBER,STRING,
adrc,FAX_EXTENS,STRING,
adrc,FLAGCOMM2,STRING,
adrc,FLAGCOMM3,STRING,
adrc,FLAGCOMM4,STRING,
adrc,FLAGCOMM5,STRING,
adrc,FLAGCOMM6,STRING,
adrc,FLAGCOMM7,STRING,
adrc,FLAGCOMM8,STRING,
adrc,FLAGCOMM9,STRING,
adrc,FLAGCOMM10,STRING,
adrc,FLAGCOMM11,STRING,
adrc,FLAGCOMM12,STRING,
adrc,FLAGCOMM13,STRING,
adrc,ADDRORIGIN,STRING,
adrc,MC_NAME1,STRING,
adrc,MC_CITY1,STRING,
adrc,MC_STREET,STRING,
adrc,EXTENSION1,STRING,
adrc,EXTENSION2,STRING,
adrc,TIME_ZONE,STRING,
adrc,TAXJURCODE,STRING,
adrc,ADDRESS_ID,STRING,
adrc,LANGU_CREA,STRING,
adrc,ADRC_UUID,STRING,
adrc,UUID_BELATED,STRING,
adrc,ID_CATEGORY,STRING,
adrc,ADRC_ERR_STATUS,STRING,
adrc,PO_BOX_LOBBY,STRING,
adrc,DELI_SERV_TYPE,STRING,
adrc,DELI_SERV_NUMBER,STRING,
adrc,COUNTY_CODE,STRING,
adrc,COUNTY,STRING,
adrc,TOWNSHIP_CODE,STRING,
adrc,TOWNSHIP,STRING,
adrc,MC_COUNTY,STRING,
adrc,MC_TOWNSHIP,STRING,
adrc,XPCPT,STRING,
adrc,_DATAAGING,STRING,
adrc,DUNS,STRING,
adrc,DUNSP4,STRING,
adrc,ODQ_CHANGEMODE,STRING,
adrc,ODQ_ENTITYCNTR,STRING,
adrc,current_ts,STRING,
adrc,yearCurrentTs,STRING,
adrc,monthCurrentTs,STRING,
adrc,dayCurrentTs,STRING,
adrc,dataImportacao,TIMESTAMP,
adrcity,DI_SEQUENCE_NUMBER,LONG,
adrcity,DI_OPERATION_TYPE,STRING,
adrcity,CLIENT,STRING,
adrcity,COUNTRY,STRING,
adrcity,CITY_CODE,STRING,
adrcity,COUNTY_CODE,STRING,
adrcity,TOWNSHIP_CODE,STRING,
adrcity,COMMU_CODE,STRING,
adrcity,FLAG_STRTS,STRING,
adrcity,REGION,STRING,
adrcity,TIME_ZONE,STRING,
adrcity,TAXJURCODE,STRING,
adrcity,TRANSPZONE,STRING,
adrcity,DEF_LANGU,STRING,
adrcity,REGIOGROUP,STRING,
adrcity,CITY_CD_PS,STRING,
adrcity,ODQ_CHANGEMODE,STRING,
adrcity,ODQ_ENTITYCNTR,STRING,
adrcity,current_ts,STRING,
adrcity,yearCurrentTs,STRING,
adrcity,monthCurrentTs,STRING,
adrcity,dayCurrentTs,STRING,
adrcity,dataImportacao,TIMESTAMP,
adrcityprt,DI_SEQUENCE_NUMBER,LONG,
adrcityprt,DI_OPERATION_TYPE,STRING,
adrcityprt,CLIENT,STRING,
adrcityprt,COUNTRY,STRING,
adrcityprt,CITY_CODE,STRING,
adrcityprt,CITYP_CODE,STRING,
adrcityprt,POST_CODE,STRING,
adrcityprt,CITY_PART,STRING,
adrcityprt,COMMU_CODE,STRING,
adrcityprt,ODQ_CHANGEMODE,STRING,
adrcityprt,ODQ_ENTITYCNTR,STRING,
adrcityprt,current_ts,STRING,
adrcityprt,yearCurrentTs,STRING,
adrcityprt,monthCurrentTs,STRING,
adrcityprt,dayCurrentTs,STRING,
adrcityprt,dataImportacao,TIMESTAMP,
adrcityt,DI_SEQUENCE_NUMBER,LONG,
adrcityt,DI_OPERATION_TYPE,STRING,
adrcityt,CLIENT,STRING,
adrcityt,LANGU,STRING,
adrcityt,COUNTRY,STRING,
adrcityt,CITY_CODE,STRING,
adrcityt,CITY_NAME,STRING,
adrcityt,MC_CITY,STRING,
adrcityt,CITY_SHORT,STRING,
adrcityt,CITY_SH10,STRING,
adrcityt,CITY_EXT,STRING,
adrcityt,ODQ_CHANGEMODE,STRING,
adrcityt,ODQ_ENTITYCNTR,STRING,
adrcityt,current_ts,STRING,
adrcityt,yearCurrentTs,STRING,
adrcityt,monthCurrentTs,STRING,
adrcityt,dayCurrentTs,STRING,
adrcityt,dataImportacao,TIMESTAMP,
adrct,DI_SEQUENCE_NUMBER,LONG,
adrct,DI_OPERATION_TYPE,STRING,
adrct,CLIENT,STRING,
adrct,ADDRNUMBER,STRING,
adrct,DATE_FROM,STRING,
adrct,NATION,STRING,
adrct,LANGU,STRING,
adrct,REMARK,STRING,
adrct,_DATAAGING,STRING,
adrct,ODQ_CHANGEMODE,STRING,
adrct,ODQ_ENTITYCNTR,STRING,
adrct,current_ts,STRING,
adrct,yearCurrentTs,STRING,
adrct,monthCurrentTs,STRING,
adrct,dayCurrentTs,STRING,
adrct,dataImportacao,TIMESTAMP,
adrp,DI_SEQUENCE_NUMBER,LONG,
adrp,DI_OPERATION_TYPE,STRING,
adrp,CLIENT,STRING,
adrp,PERSNUMBER,STRING,
adrp,DATE_FROM,STRING,
adrp,NATION,STRING,
adrp,DATE_TO,STRING,
adrp,TITLE,STRING,
adrp,NAME_FIRST,STRING,
adrp,NAME_LAST,STRING,
adrp,NAME2,STRING,
adrp,NAMEMIDDLE,STRING,
adrp,NAME_LAST2,STRING,
adrp,NAME_TEXT,STRING,
adrp,CONVERTED,STRING,
adrp,TITLE_ACA1,STRING,
adrp,TITLE_ACA2,STRING,
adrp,PREFIX1,STRING,
adrp,PREFIX2,STRING,
adrp,TITLE_SPPL,STRING,
adrp,NICKNAME,STRING,
adrp,INITIALS,STRING,
adrp,NAMEFORMAT,STRING,
adrp,NAMCOUNTRY,STRING,
adrp,PROFESSION,STRING,
adrp,SEX,STRING,
adrp,LANGU,STRING,
adrp,PERS_GROUP,STRING,
adrp,FLAGGROUPS,STRING,
adrp,SORT1,STRING,
adrp,SORT2,STRING,
adrp,SORT_PHN,STRING,
adrp,ADDR_COMP,STRING,
adrp,ADDR_PERS,STRING,
adrp,FLPERSTEL,STRING,
adrp,FLPERSCOMM,STRING,
adrp,PERSORIGIN,STRING,
adrp,MC_NAMEFIR,STRING,
adrp,MC_NAMELAS,STRING,
adrp,MC_NAME2,STRING,
adrp,LANGU_CREA,STRING,
adrp,ADRP_UUID,STRING,
adrp,UUID_BELATED,STRING,
adrp,ID_CATEGORY,STRING,
adrp,ADRP_ERR_STATUS,STRING,
adrp,_DATAAGING,STRING,
adrp,ODQ_CHANGEMODE,STRING,
adrp,ODQ_ENTITYCNTR,STRING,
adrp,current_ts,STRING,
adrp,yearCurrentTs,STRING,
adrp,monthCurrentTs,STRING,
adrp,dayCurrentTs,STRING,
adrp,dataImportacao,TIMESTAMP,
adrstreett,DI_SEQUENCE_NUMBER,LONG,
adrstreett,DI_OPERATION_TYPE,STRING,
adrstreett,CLIENT,STRING,
adrstreett,LANGU,STRING,
adrstreett,COUNTRY,STRING,
adrstreett,STRT_CODE,STRING,
adrstreett,CITY_CODE,STRING,
adrstreett,STREET,STRING,
adrstreett,MC_STREET,STRING,
adrstreett,STREET_SHR,STRING,
adrstreett,STREET_S15,STRING,
adrstreett,ODQ_CHANGEMODE,STRING,
adrstreett,ODQ_ENTITYCNTR,STRING,
adrstreett,current_ts,STRING,
adrstreett,yearCurrentTs,STRING,
adrstreett,monthCurrentTs,STRING,
adrstreett,dayCurrentTs,STRING,
adrstreett,dataImportacao,TIMESTAMP,
adrt,DI_SEQUENCE_NUMBER,LONG,
adrt,DI_OPERATION_TYPE,STRING,
adrt,CLIENT,STRING,
adrt,ADDRNUMBER,STRING,
adrt,PERSNUMBER,STRING,
adrt,COMM_TYPE,STRING,
adrt,DATE_FROM,STRING,
adrt,CONSNUMBER,STRING,
adrt,LANGU,STRING,
adrt,REMARK,STRING,
adrt,_DATAAGING,STRING,
adrt,ODQ_CHANGEMODE,STRING,
adrt,ODQ_ENTITYCNTR,STRING,
adrt,current_ts,STRING,
adrt,yearCurrentTs,STRING,
adrt,monthCurrentTs,STRING,
adrt,dayCurrentTs,STRING,
adrt,dataImportacao,TIMESTAMP,
afih,DI_SEQUENCE_NUMBER,LONG,
afih,DI_OPERATION_TYPE,STRING,
afih,MANDT,STRING,Cliente SAP (mandante)
afih,AUFNR,STRING,
afih,ARTPR,STRING,Categoria de prioridade
afih,PRIOK,STRING,Código de prioridade
afih,EQUNR,STRING,Número do equipamento
afih,BAUTL,STRING,
afih,ILOAN,STRING,Local de instalação funcional
afih,ILOAI,STRING,
afih,ANLZU,STRING,
afih,IWERK,STRING,Planta de manutenção
afih,INGPR,STRING,Grupo planejador responsável
afih,APGRP,STRING,
afih,PM_OBJTY,STRING,
afih,GEWRK,STRING,Centro de trabalho principal
afih,KUNUM,STRING,
afih,ANING,STRING,
afih,GAUZT,STRING,
afih,GAUEH,STRING,
afih,ANLBD,STRING,
afih,ANLVD,STRING,
afih,ANLBZ,STRING,
afih,ANLVZ,STRING,
afih,INSPK,STRING,
afih,DATAN,STRING,
afih,WARPL,STRING,Plano de manutenção associado
afih,ABNUM,STRING,Item do plano de manutenção
afih,WAPOS,STRING,
afih,LAUFN,STRING,
afih,OBKNR,STRING,
afih,REVNR,STRING,
afih,ADDAT,STRING,
afih,ADUHR,STRING,
afih,IPHAS,STRING,
afih,ILART,STRING,Tipo de atividade de manutenção
afih,QMNUM,STRING,Número da notificação vinculada
afih,HISDA,STRING,
afih,AKKNZ,STRING,
afih,PLKNZ,STRING,
afih,SERIALNR,STRING,
afih,SERMAT,STRING,
afih,DEVICEID,STRING,
afih,SCREENTY,STRING,
afih,ADPSP,STRING,
afih,RSUPG,STRING,
afih,CHANGEDDATETIME,STRING,
afih,MAINTORDPERSONRESPONSIBLE,STRING,
afih,MAINTORDOVRLPROCPHASE,STRING,
afih,MAINTORDOVRLPROCSUBPHASE,STRING,
afih,DUMMY_AFIH_INCL_EEW_PS,STRING,
afih,UII,STRING,
afih,DATAMODELVERSION,STRING,
afih,SERVICE_DOC_TYPE,STRING,
afih,SERVICE_DOC_ID,STRING,
afih,SERVICE_DOC_ITEM_ID,STRING,
afih,IS_BILLABLE,STRING,
afih,FLDLOGSDELIVISHELDONSHORE,STRING,
afih,MAINTORDPROCMTINTEGSCENARIO,STRING,
afih,ORCOD,STRING,
afih,PRMAN,STRING,
afih,PRVAL,STRING,
afih,TWTDE,STRING,
afih,MSTCK,STRING,
afih,LACD_DATE,STRING,
afih,OLD_LACD_DATE,STRING,
afih,ODQ_CHANGEMODE,STRING,
afih,ODQ_ENTITYCNTR,STRING,
afih,current_ts,STRING,
afih,yearCurrentTs,STRING,
afih,monthCurrentTs,STRING,
afih,dayCurrentTs,STRING,
afih,dataImportacao,TIMESTAMP,
afko,DI_SEQUENCE_NUMBER,LONG,
afko,DI_OPERATION_TYPE,STRING,
afko,MANDT,STRING,Cliente SAP (mandante)
afko,AUFNR,STRING,Número da ordem (cabeçalho AFKO)
afko,GLTRP,STRING,Data base de término programada
afko,GSTRP,STRING,Data base de início programada
afko,FTRMS,STRING,
afko,GLTRS,STRING,
afko,GSTRS,STRING,
afko,GSTRI,STRING,Data real de início
afko,GETRI,STRING,
afko,GLTRI,STRING,Data real de término
afko,FTRMI,STRING,
afko,FTRMP,STRING,
afko,RSNUM,STRING,
afko,GASMG,STRING,
afko,GAMNG,STRING,
afko,GMEIN,STRING,
afko,PLNBEZ,STRING,
afko,PLNTY,STRING,
afko,PLNNR,STRING,
afko,PLNAW,STRING,
afko,PLNAL,STRING,
afko,PVERW,STRING,
afko,PLAUF,STRING,
afko,PLSVB,STRING,
afko,PLNME,STRING,
afko,PLSVN,STRING,
afko,PDATV,STRING,
afko,PAENR,STRING,
afko,PLGRP,STRING,Grupo planejador definido no plano
afko,LODIV,STRING,
afko,STLTY,STRING,
afko,STLBEZ,STRING,
afko,STLST,STRING,
afko,STLNR,STRING,
afko,SDATV,STRING,
afko,SBMNG,STRING,
afko,SBMEH,STRING,
afko,SAENR,STRING,
afko,STLAL,STRING,
afko,STLAN,STRING,
afko,SLSVN,STRING,
afko,SLSBS,STRING,
afko,AUFLD,STRING,
afko,DISPO,STRING,
afko,AUFPL,STRING,
afko,FEVOR,STRING,
afko,FHORI,STRING,
afko,TERKZ,STRING,
afko,REDKZ,STRING,
afko,APRIO,STRING,
afko,NTZUE,STRING,
afko,VORUE,STRING,
afko,PROFID,STRING,
afko,VORGZ,STRING,
afko,SICHZ,STRING,
afko,FREIZ,STRING,
afko,UPTER,STRING,
afko,BEDID,STRING,
afko,PRONR,STRING,
afko,ZAEHL,STRING,
afko,MZAEHL,STRING,
afko,ZKRIZ,STRING,
afko,PRUEFLOS,STRING,
afko,KLVARP,STRING,
afko,KLVARI,STRING,
afko,RGEKZ,STRING,
afko,PLART,STRING,
afko,FLG_AOB,STRING,
afko,FLG_ARBEI,STRING,
afko,GLTPP,STRING,
afko,GSTPP,STRING,
afko,GLTPS,STRING,
afko,GSTPS,STRING,
afko,FTRPS,STRING,
afko,RDKZP,STRING,
afko,TRKZP,STRING,
afko,RUECK,STRING,
afko,RMZHL,STRING,
afko,IGMNG,STRING,
afko,RATID,STRING,
afko,GROID,STRING,
afko,CUOBJ,STRING,
afko,GLUZS,STRING,
afko,GSUZS,STRING,
afko,REVLV,STRING,
afko,RSHTY,STRING,
afko,RSHID,STRING,
afko,RSNTY,STRING,
afko,RSNID,STRING,
afko,NAUTERM,STRING,
afko,NAUCOST,STRING,
afko,STUFE,STRING,
afko,WEGXX,STRING,
afko,VWEGX,STRING,
afko,ARSNR,STRING,
afko,ARSPS,STRING,
afko,MAUFNR,STRING,
afko,LKNOT,STRING,
afko,RKNOT,STRING,
afko,PRODNET,STRING,
afko,IASMG,STRING,
afko,ABARB,STRING,
afko,AUFNT,STRING,
afko,AUFPT,STRING,
afko,APLZT,STRING,
afko,NO_DISP,STRING,
afko,CSPLIT,STRING,
afko,AENNR,STRING,
afko,CY_SEQNR,STRING,
afko,BREAKS,STRING,
afko,VORGZ_TRM,STRING,
afko,SICHZ_TRM,STRING,
afko,TRMDT,STRING,
afko,GLUZP,STRING,
afko,GSUZP,STRING,
afko,GSUZI,STRING,
afko,GEUZI,STRING,
afko,GLUPP,STRING,
afko,GSUPP,STRING,
afko,GLUPS,STRING,
afko,GSUPS,STRING,
afko,CHSCH,STRING,
afko,KAPT_VORGZ,STRING,
afko,KAPT_SICHZ,STRING,
afko,LEAD_AUFNR,STRING,
afko,PNETSTARTD,STRING,
afko,PNETSTARTT,STRING,
afko,PNETENDD,STRING,
afko,PNETENDT,STRING,
afko,KBED,STRING,
afko,KKALKR,STRING,
afko,SFCPF,STRING,
afko,RMNGA,STRING,
afko,GSBTR,STRING,
afko,VFMNG,STRING,
afko,NOPCOST,STRING,
afko,NETZKONT,STRING,
afko,ATRKZ,STRING,
afko,OBJTYPE,STRING,
afko,CH_PROC,STRING,
afko,KAPVERSA,STRING,
afko,COLORDPROC,STRING,
afko,KZERB,STRING,
afko,CONF_KEY,STRING,
afko,ST_ARBID,STRING,
afko,VSNMR_V,STRING,
afko,TERHW,STRING,
afko,SPLSTAT,STRING,
afko,COSTUPD,STRING,
afko,MAX_GAMNG,STRING,
afko,MES_ROUTINGID,STRING,
afko,TL_VERSN,STRING,
afko,BOM_VERSN,STRING,
afko,FLEXIBLE_PROCESSING,STRING,
afko,ADPSP,STRING,
afko,RMANR,STRING,
afko,POSNR_RMA,STRING,
afko,POSNV_RMA,STRING,
afko,CFB_MAXLZ,STRING,
afko,CFB_LZEIH,STRING,
afko,CFB_ADTDAYS,STRING,
afko,CFB_DATOFM,STRING,
afko,CFB_BBDPI,STRING,
afko,OIHANTYP,STRING,
afko,FSH_MPROD_ORD,STRING,
afko,FLG_BUNDLE,STRING,
afko,MILL_RATIO,STRING,
afko,BMEINS,STRING,
afko,BMENGE,STRING,
afko,MILL_OC_ZUSKZ,STRING,
afko,ODQ_CHANGEMODE,STRING,
afko,ODQ_ENTITYCNTR,STRING,
afko,current_ts,STRING,
afko,yearCurrentTs,STRING,
afko,monthCurrentTs,STRING,
afko,dayCurrentTs,STRING,
afko,dataImportacao,TIMESTAMP,
afpo,DI_SEQUENCE_NUMBER,LONG,
afpo,DI_OPERATION_TYPE,STRING,
afpo,MANDT,STRING,Cliente SAP (mandante)
afpo,AUFNR,STRING,
afpo,POSNR,STRING,
afpo,PSOBS,STRING,
afpo,QUNUM,STRING,
afpo,QUPOS,STRING,
afpo,PROJN,STRING,
afpo,PLNUM,STRING,
afpo,STRMP,STRING,
afpo,ETRMP,STRING,
afpo,KDAUF,STRING,
afpo,KDPOS,STRING,
afpo,KDEIN,STRING,
afpo,BESKZ,STRING,
afpo,PSAMG,STRING,
afpo,PSMNG,STRING,
afpo,WEMNG,STRING,
afpo,IAMNG,STRING,
afpo,AMEIN,STRING,
afpo,MEINS,STRING,
afpo,MATNR,STRING,
afpo,PAMNG,STRING,
afpo,PGMNG,STRING,
afpo,KNTTP,STRING,
afpo,TPAUF,STRING,
afpo,LTRMI,STRING,
afpo,LTRMP,STRING,
afpo,KALNR,STRING,
afpo,UEBTO,STRING,
afpo,UEBTK,STRING,
afpo,UNTTO,STRING,
afpo,INSMK,STRING,
afpo,WEPOS,STRING,
afpo,BWTAR,STRING,
afpo,BWTTY,STRING,
afpo,PWERK,STRING,
afpo,LGORT,STRING,
afpo,UMREZ,STRING,
afpo,UMREN,STRING,
afpo,WEBAZ,STRING,
afpo,ELIKZ,STRING,
afpo,SAFNR,STRING,
afpo,VERID,STRING,
afpo,SERNR,STRING,
afpo,TECHS,STRING,
afpo,DWERK,STRING,
afpo,DAUTY,STRING,
afpo,DAUAT,STRING,
afpo,DGLTP,STRING,
afpo,DGLTS,STRING,
afpo,DFREI,STRING,
afpo,DNREL,STRING,
afpo,VERTO,STRING,
afpo,SOBKZ,STRING,
afpo,KZVBR,STRING,
afpo,WEWRT,STRING,
afpo,WEUNB,STRING,
afpo,ABLAD,STRING,
afpo,WEMPF,STRING,
afpo,CHARG,STRING,
afpo,GSBER,STRING,
afpo,WEAED,STRING,
afpo,CUOBJ,STRING,
afpo,KBNKZ,STRING,
afpo,ARSNR,STRING,
afpo,ARSPS,STRING,
afpo,KRSNR,STRING,
afpo,KRSPS,STRING,
afpo,KCKEY,STRING,
afpo,RTP01,STRING,
afpo,RTP02,STRING,
afpo,RTP03,STRING,
afpo,RTP04,STRING,
afpo,KSVON,STRING,
afpo,KSBIS,STRING,
afpo,OBJNP,STRING,
afpo,NDISR,STRING,
afpo,VFMNG,STRING,
afpo,GSBTR,STRING,
afpo,KZAVC,STRING,
afpo,KZBWS,STRING,
afpo,XLOEK,STRING,
afpo,SERNP,STRING,
afpo,ANZSN,STRING,
afpo,OBJTYPE,STRING,
afpo,CH_PROC,STRING,
afpo,FXPRU,STRING,
afpo,CUOBJ_ROOT,STRING,
afpo,BERID,STRING,
afpo,TECHS_COPY,STRING,
afpo,SGT_SCAT,STRING,
afpo,KUNNR2,STRING,
afpo,FSH_SEASON_YEAR,STRING,
afpo,FSH_SEASON,STRING,
afpo,FSH_COLLECTION,STRING,
afpo,FSH_THEME,STRING,
afpo,FSH_SALLOC_QTY,STRING,
afpo,MILL_OC_AUFNR_U,STRING,
afpo,MILL_OC_RUMNG,STRING,
afpo,MILL_OC_SORT,STRING,
afpo,ODQ_CHANGEMODE,STRING,
afpo,ODQ_ENTITYCNTR,STRING,
afpo,current_ts,STRING,
afpo,yearCurrentTs,STRING,
afpo,monthCurrentTs,STRING,
afpo,dayCurrentTs,STRING,
afpo,dataImportacao,TIMESTAMP,
afru,DI_SEQUENCE_NUMBER,LONG,
afru,DI_OPERATION_TYPE,STRING,
afru,MANDT,STRING,Cliente SAP (mandante)
afru,RUECK,STRING,
afru,RMZHL,STRING,
afru,ERSDA,STRING,
afru,ERNAM,STRING,Usuário que criou o registro
afru,LAEDA,STRING,
afru,AENAM,STRING,Usuário que alterou o registro
afru,BUDAT,STRING,
afru,ARBID,STRING,
afru,WERKS,STRING,Centro/planta responsável
afru,LTXA1,STRING,
afru,TXTSP,STRING,
afru,ISERH,STRING,
afru,ZEIER,STRING,
afru,ILE01,STRING,
afru,ISM01,STRING,
afru,ILE02,STRING,
afru,ISM02,STRING,
afru,ILE03,STRING,
afru,ISM03,STRING,
afru,ILE04,STRING,
afru,ISM04,STRING,
afru,ILE05,STRING,
afru,ISM05,STRING,
afru,ILE06,STRING,
afru,ISM06,STRING,
afru,ABARB,STRING,
afru,ISMNW,STRING,
afru,ISMNE,STRING,
afru,LEARR,STRING,
afru,IDAUR,STRING,
afru,IDAUE,STRING,
afru,ZCODE,STRING,
afru,LOART,STRING,
afru,QUALF,STRING,
afru,ANZMA,STRING,
afru,LOGRP,STRING,
afru,GMNGA,STRING,
afru,LMNGA,STRING,
afru,XMNGA,STRING,
afru,GMEIN,STRING,
afru,MEINH,STRING,
afru,GRUND,STRING,
